lat,lon,average_illumination_percent,permanent_shadow_fraction
88.7494,-160.0169,12.85,0.1111
88.7494,-109.9831,5.11,0.0556
88.7494,-70.0169,1.55,0.0093
88.7494,-19.9831,13.94,0.0
88.7494,19.9831,5.46,0.0309
88.7494,70.0169,18.6,0.0988
88.7494,109.9831,6.19,0.4136
88.7494,160.0169,21.59,0.0247
88.7515,-176.7295,15.81,0.1728
88.7515,-93.2705,0.06,0.4877
88.7515,-86.7295,1.68,0.0123
88.7515,-3.2705,6.4,0.0
88.7515,3.2705,0.72,0.3673
88.7515,86.7295,16.56,0.0154
88.7515,93.2705,22.99,0.0
88.7515,176.7295,18.15,0.1327
88.753,-178.3634,18.75,0.0031
88.753,-91.6366,1.66,0.0031
88.753,-88.3634,0.07,0.6543
88.753,-1.6366,2.85,0.0648
88.753,1.6366,0.0,0.9444
88.753,88.3634,21.88,0.0
88.753,91.6366,25.59,0.0
88.753,178.3634,9.77,0.466
88.7535,-143.1301,5.67,0.0123
88.7535,-126.8699,5.07,0.037
88.7535,-90.0,0.39,0.5525
88.7535,-53.1301,0.04,0.8272
88.7535,-36.8699,1.7,0.071
88.7535,0.0,0.98,0.2778
88.7535,36.8699,14.52,0.0
88.7535,53.1301,4.32,0.0741
88.7535,90.0,23.98,0.0031
88.7535,126.8699,6.76,0.034
88.7535,143.1301,16.7,0.0031
88.7535,180.0,17.43,0.0093
88.754,-149.0362,20.86,0.0031
88.754,-120.9638,3.52,0.0
88.754,-59.0362,3.46,0.0309
88.754,-30.9638,6.8,0.1883
88.754,30.9638,9.93,0.0679
88.754,59.0362,17.86,0.0
88.754,120.9638,11.52,0.1296
88.754,149.0362,15.79,0.0957
88.756,-166.7595,17.26,0.0463
88.756,-156.3706,16.71,0.0093
88.756,-113.6294,4.85,0.0031
88.756,-103.2405,9.14,0.0093
88.756,-76.7595,0.15,0.4136
88.756,-66.3706,5.76,0.0031
88.756,-23.6294,3.08,0.0
88.756,-13.2405,4.97,0.2994
88.756,13.2405,20.31,0.0093
88.756,23.6294,0.69,0.1173
88.756,66.3706,20.05,0.0
88.756,76.7595,4.96,0.0648
88.756,103.2405,17.49,0.0185
88.756,113.6294,7.51,0.0679
88.756,156.3706,21.89,0.0
88.756,166.7595,24.63,0.0
88.7576,-152.7004,11.75,0.1852
88.7576,-117.2996,2.5,0.0031
88.7576,-62.7004,3.3,0.4969
88.7576,-27.2996,0.64,0.5926
88.7576,27.2996,3.52,0.0
88.7576,62.7004,25.57,0.0309
88.7576,117.2996,3.11,0.5216
88.7576,152.7004,22.23,0.0093
88.7596,-140.8263,2.51,0.0062
88.7596,-129.1737,16.99,0.0
88.7596,-50.8263,4.23,0.0062
88.7596,-39.1737,14.05,0.0031
88.7596,39.1737,23.52,0.0031
88.7596,50.8263,12.49,0.0123
88.7596,129.1737,10.66,0.0247
88.7596,140.8263,16.86,0.0741
88.7611,-161.5651,18.45,0.0
88.7611,-108.4349,2.13,0.3704
88.7611,-71.5651,0.58,0.3056
88.7611,-18.4349,18.24,0.0
88.7611,18.4349,16.02,0.0
88.7611,71.5651,17.33,0.0031
88.7611,108.4349,8.7,0.1667
88.7611,161.5651,20.18,0.0123
88.7637,-168.3664,15.94,0.0309
88.7637,-138.5035,2.81,0.0617
88.7637,-131.4965,13.38,0.142
88.7637,-101.6336,11.11,0.0031
88.7637,-78.3664,0.0,1.0
88.7637,-48.5035,16.6,0.0
88.7637,-41.4965,19.88,0.0216
88.7637,-11.6336,10.69,0.0093
88.7637,11.6336,18.05,0.0093
88.7637,41.4965,22.56,0.0031
88.7637,48.5035,9.9,0.2809
88.7637,78.3664,0.46,0.787
88.7637,101.6336,25.78,0.0
88.7637,131.4965,0.0,1.0
88.7637,138.5035,21.59,0.0
88.7637,168.3664,21.6,0.0
88.7652,-146.7683,18.97,0.0093
88.7652,-123.2317,9.08,0.0
88.7652,-56.7683,5.05,0.0432
88.7652,-33.2317,16.78,0.0
88.7652,33.2317,9.98,0.0123
88.7652,56.7683,22.47,0.0031
88.7652,123.2317,13.78,0.0154
88.7652,146.7683,12.93,0.0216
88.7658,-136.1691,9.86,0.0
88.7658,-133.8309,23.58,0.0
88.7658,-46.1691,14.51,0.0401
88.7658,-43.8309,9.07,0.0216
88.7658,43.8309,15.45,0.0154
88.7658,46.1691,24.25,0.0401
88.7658,133.8309,0.0,1.0
88.7658,136.1691,6.51,0.5494
88.7699,-157.8906,18.01,0.0154
88.7699,-112.1094,5.67,0.0463
88.7699,-67.8906,3.57,0.0216
88.7699,-22.1094,12.79,0.0
88.7699,22.1094,1.08,0.1173
88.7699,67.8906,31.26,0.0
88.7699,112.1094,14.79,0.0093
88.7699,157.8906,24.05,0.0
88.7704,-169.992,21.2,0.0463
88.7704,-100.008,3.48,0.0062
88.7704,-79.992,0.0,1.0
88.7704,-10.008,8.66,0.0
88.7704,10.008,9.14,0.0
88.7704,79.992,5.25,0.4846
88.7704,100.008,31.58,0.0
88.7704,169.992,17.25,0.0
88.7719,-163.1416,16.29,0.0123
88.7719,-150.4612,15.3,0.0556
88.7719,-119.5388,1.8,0.0988
88.7719,-106.8584,5.55,0.0802
88.7719,-73.1416,0.54,0.3086
88.7719,-60.4612,2.77,0.1111
88.7719,-29.5388,7.01,0.0556
88.7719,-16.8584,14.41,0.0
88.7719,16.8584,22.57,0.0
88.7719,29.5388,8.86,0.0123
88.7719,60.4612,22.55,0.0062
88.7719,73.1416,22.63,0.0
88.7719,106.8584,14.13,0.1512
88.7719,119.5388,4.0,0.5278
88.7719,150.4612,14.51,0.1821
88.7719,163.1416,21.47,0.0432
88.7735,-154.179,9.4,0.1605
88.7735,-115.821,3.46,0.0463
88.7735,-64.179,5.07,0.0154
88.7735,-25.821,2.12,0.4352
88.7735,25.821,1.65,0.0556
88.7735,64.179,33.25,0.0
88.7735,115.821,10.56,0.1235
88.7735,154.179,20.58,0.0031
88.7745,-144.4623,8.77,0.0
88.7745,-125.5377,5.64,0.1049
88.7745,-54.4623,1.56,0.3179
88.7745,-35.5377,5.49,0.0278
88.7745,35.5377,2.26,0.216
88.7745,54.4623,11.42,0.0401
88.7745,125.5377,8.33,0.0123
88.7745,144.4623,18.02,0.0
88.7761,-171.6341,18.94,0.0957
88.7761,-98.3659,1.8,0.0
88.7761,-81.6341,0.0,1.0
88.7761,-8.3659,1.05,0.4537
88.7761,8.3659,7.79,0.0
88.7761,81.6341,24.03,0.0
88.7761,98.3659,29.22,0.0
88.7761,171.6341,24.68,0.0093
88.7807,-173.2902,22.43,0.0309
88.7807,-96.7098,0.04,0.7531
88.7807,-83.2902,1.43,0.3056
88.7807,-6.7098,4.66,0.1296
88.7807,6.7098,3.36,0.3457
88.7807,83.2902,20.83,0.0
88.7807,96.7098,31.06,0.0031
88.7807,173.2902,25.34,0.0123
88.7818,-164.7449,14.57,0.0525
88.7818,-142.125,3.03,0.0
88.7818,-127.875,6.51,0.1019
88.7818,-105.2551,10.88,0.0062
88.7818,-74.7449,0.17,0.4568
88.7818,-52.125,1.55,0.4012
88.7818,-37.875,2.46,0.0494
88.7818,-15.2551,2.05,0.2006
88.7818,15.2551,10.86,0.0802
88.7818,37.875,9.02,0.0309
88.7818,52.125,15.05,0.0123
88.7818,74.7449,11.84,0.0031
88.7818,105.2551,22.36,0.0
88.7818,127.875,7.53,0.0
88.7818,142.125,22.13,0.0031
88.7818,164.7449,25.51,0.0062
88.7828,-159.444,9.58,0.2654
88.7828,-110.556,4.35,0.0247
88.7828,-69.444,1.4,0.1142
88.7828,-20.556,25.06,0.0031
88.7828,20.556,13.4,0.0
88.7828,69.444,15.94,0.0123
88.7828,110.556,12.94,0.0093
88.7828,159.444,23.4,0.0
88.7844,-174.9575,18.09,0.0401
88.7844,-148.1726,21.25,0.0
88.7844,-121.8274,7.38,0.0
88.7844,-95.0425,0.0,1.0
88.7844,-84.9575,5.44,0.0
88.7844,-58.1726,0.56,0.6142
88.7844,-31.8274,9.34,0.1883
88.7844,-5.0425,3.99,0.1389
88.7844,5.0425,6.93,0.0617
88.7844,31.8274,1.46,0.3858
88.7844,58.1726,28.34,0.0
88.7844,84.9575,6.33,0.1728
88.7844,95.0425,31.71,0.0
88.7844,121.8274,15.41,0.0
88.7844,148.1726,13.48,0.1543
88.7844,174.9575,11.67,0.179
88.787,-176.6335,9.35,0.1883
88.787,-139.7636,1.73,0.0586
88.787,-130.2364,17.25,0.0
88.787,-93.3665,0.04,0.7407
88.787,-86.6335,2.56,0.0031
88.787,-49.7636,15.29,0.0
88.787,-40.2364,17.9,0.0
88.787,-3.3665,2.88,0.3951
88.787,3.3665,6.06,0.0185
88.787,40.2364,23.43,0.0185
88.787,49.7636,24.62,0.034
88.787,86.6335,2.62,0.3796
88.787,93.3665,30.86,0.0
88.787,130.2364,9.24,0.2593
88.787,139.7636,20.72,0.0062
88.787,176.6335,21.54,0.0278
88.7886,-178.3153,15.02,0.2716
88.7886,-155.6955,14.17,0.1049
88.7886,-114.3045,3.99,0.1142
88.7886,-91.6847,0.47,0.1327
88.7886,-88.3153,0.55,0.3673
88.7886,-65.6955,6.14,0.0
88.7886,-24.3045,0.84,0.5463
88.7886,-1.6847,3.95,0.0031
88.7886,1.6847,0.16,0.4938
88.7886,24.3045,3.41,0.0
88.7886,65.6955,32.33,0.0
88.7886,88.3153,18.71,0.0
88.7886,91.6847,31.39,0.0
88.7886,114.3045,13.94,0.0062
88.7886,155.6955,20.19,0.0093
88.7886,178.3153,18.0,0.037
88.7891,-151.9275,10.89,0.0309
88.7891,-118.0725,1.27,0.0556
88.7891,-90.0,0.0,1.0
88.7891,-61.9275,7.71,0.0093
88.7891,-28.0725,7.28,0.0
88.7891,0.0,1.52,0.0031
88.7891,28.0725,1.16,0.5185
88.7891,61.9275,26.88,0.0062
88.7891,90.0,27.57,0.0
88.7891,118.0725,12.69,0.0309
88.7891,151.9275,22.8,0.0216
88.7891,180.0,15.83,0.0802
88.7901,-137.3859,4.6,0.0
88.7901,-132.6141,17.6,0.0
88.7901,-47.3859,21.39,0.0
88.7901,-42.6141,11.32,0.0
88.7901,42.6141,25.95,0.0031
88.7901,47.3859,23.9,0.0062
88.7901,132.6141,0.0,0.9907
88.7901,137.3859,22.48,0.0
88.7907,-166.373,22.02,0.0154
88.7907,-103.627,5.72,0.0586
88.7907,-76.373,0.05,0.8827
88.7907,-13.627,4.53,0.4043
88.7907,13.627,18.96,0.0432
88.7907,76.373,14.31,0.0
88.7907,103.627,18.85,0.0
88.7907,166.373,24.68,0.0062
88.7912,-135.0,12.34,0.0
88.7912,-45.0,16.25,0.0
88.7912,45.0,28.74,0.0031
88.7912,135.0,2.01,0.7222
88.7949,-161.0296,9.74,0.216
88.7949,-145.8403,10.02,0.0031
88.7949,-124.1597,6.72,0.0185
88.7949,-108.9704,4.13,0.071
88.7949,-71.0296,1.03,0.2377
88.7949,-55.8403,1.77,0.2006
88.7949,-34.1597,21.13,0.0031
88.7949,-18.9704,21.23,0.0062
88.7949,18.9704,14.3,0.179
88.7949,34.1597,7.78,0.1327
88.7949,55.8403,24.73,0.0031
88.7949,71.0296,29.51,0.0
88.7949,108.9704,6.46,0.0247
88.7949,124.1597,10.86,0.0123
88.7949,145.8403,16.61,0.0
88.7949,161.0296,21.29,0.0278
88.7986,-168.0239,22.47,0.0494
88.7986,-101.9761,9.55,0.034
88.7986,-78.0239,0.69,0.5031
88.7986,-11.9761,11.87,0.0
88.7986,11.9761,20.3,0.0
88.7986,78.0239,21.94,0.0
88.7986,101.9761,21.65,0.0
88.7986,168.0239,25.27,0.0154
88.8028,-157.249,13.93,0.0802
88.8028,-149.6209,18.75,0.0123
88.8028,-120.3791,10.66,0.0
88.8028,-112.751,6.64,0.0062
88.8028,-67.249,2.12,0.108
88.8028,-59.6209,3.08,0.1327
88.8028,-30.3791,15.26,0.0
88.8028,-22.751,12.91,0.0
88.8028,22.751,12.11,0.0
88.8028,30.3791,10.11,0.0031
88.8028,59.6209,33.93,0.0
88.8028,67.249,27.54,0.0031
88.8028,112.751,16.16,0.0062
88.8028,120.3791,13.76,0.0432
88.8028,149.6209,2.8,0.608
88.8028,157.249,18.33,0.0185
88.8033,-143.4711,0.96,0.3426
88.8033,-126.5289,1.4,0.3951
88.8033,-53.4711,0.21,0.7901
88.8033,-36.5289,1.93,0.3519
88.8033,36.5289,11.02,0.0278
88.8033,53.4711,21.28,0.0031
88.8033,126.5289,10.34,0.0031
88.8033,143.4711,18.15,0.0062
88.8054,-169.6952,19.39,0.037
88.8054,-153.4349,7.16,0.4167
88.8054,-116.5651,0.48,0.0586
88.8054,-100.3048,11.45,0.0031
88.8054,-79.6952,0.07,0.8735
88.8054,-63.4349,4.61,0.1759
88.8054,-26.5651,5.64,0.2099
88.8054,-10.3048,7.28,0.0
88.8054,10.3048,22.16,0.0
88.8054,26.5651,6.67,0.0093
88.8054,63.4349,36.58,0.0031
88.8054,79.6952,26.16,0.0
88.8054,100.3048,20.31,0.0
88.8054,116.5651,10.48,0.0154
88.8054,153.4349,21.49,0.0
88.8054,169.6952,26.72,0.0
88.806,-162.646,14.91,0.0031
88.806,-107.354,5.39,0.216
88.806,-72.646,0.95,0.034
88.806,-17.354,10.15,0.0
88.806,17.354,9.36,0.0401
88.806,72.646,32.25,0.0
88.806,107.354,10.68,0.0154
88.806,162.646,17.08,0.0185
88.8097,-141.0725,1.19,0.1698
88.8097,-128.9275,9.43,0.0
88.8097,-51.0725,9.9,0.0031
88.8097,-38.9275,3.23,0.1142
88.8097,38.9275,22.2,0.0031
88.8097,51.0725,25.33,0.0062
88.8097,128.9275,4.34,0.034
88.8097,141.0725,16.48,0.1235
88.8113,-171.3844,14.4,0.1883
88.8113,-98.6156,2.69,0.0154
88.8113,-81.3844,0.04,0.8364
88.8113,-8.6156,1.48,0.3364
88.8113,8.6156,15.32,0.0
88.8113,81.3844,26.85,0.0031
88.8113,98.6156,17.96,0.0
88.8113,171.3844,23.33,0.0031
88.814,-138.6522,5.65,0.0
88.814,-131.3478,15.65,0.0
88.814,-48.6522,20.51,0.0
88.814,-41.3478,5.91,0.0
88.814,41.3478,29.27,0.0
88.814,48.6522,32.29,0.0031
88.814,131.3478,9.64,0.1852
88.814,138.6522,15.63,0.0309
88.8145,-147.2648,10.96,0.0031
88.8145,-122.7352,6.58,0.0031
88.8145,-57.2648,0.0,1.0
88.8145,-32.7352,26.96,0.0
88.8145,32.7352,3.23,0.1019
88.8145,57.2648,29.22,0.0
88.8145,122.7352,11.87,0.0216
88.8145,147.2648,17.22,0.0
88.8161,-173.0888,14.24,0.2562
88.8161,-164.2914,16.12,0.0031
88.8161,-158.8387,10.38,0.1235
88.8161,-136.2189,7.23,0.0
88.8161,-133.7811,8.21,0.0031
88.8161,-111.1613,5.73,0.1574
88.8161,-105.7086,3.12,0.2593
88.8161,-96.9112,0.14,0.4198
88.8161,-83.0888,5.5,0.0062
88.8161,-74.2914,0.11,0.284
88.8161,-68.8387,3.1,0.0093
88.8161,-46.2189,26.98,0.0062
88.8161,-43.7811,7.01,0.0
88.8161,-21.1613,19.33,0.0062
88.8161,-15.7086,14.13,0.0
88.8161,-6.9112,4.36,0.1389
88.8161,6.9112,6.17,0.0
88.8161,15.7086,1.93,0.142
88.8161,21.1613,14.61,0.0031
88.8161,43.7811,29.52,0.0
88.8161,46.2189,24.64,0.0123
88.8161,68.8387,19.84,0.1451
88.8161,74.2914,24.55,0.0
88.8161,83.0888,19.07,0.0216
88.8161,96.9112,21.6,0.0031
88.8161,105.7086,17.12,0.0031
88.8161,111.1613,20.26,0.0031
88.8161,133.7811,8.08,0.3519
88.8161,136.2189,21.28,0.0
88.8161,158.8387,22.84,0.0
88.8161,164.2914,24.67,0.0
88.8161,173.0888,24.37,0.0031
88.8199,-174.8056,22.07,0.0123
88.8199,-95.1944,0.02,0.8179
88.8199,-84.8056,7.63,0.0
88.8199,-5.1944,1.29,0.5463
88.8199,5.1944,12.59,0.0
88.8199,84.8056,8.38,0.0278
88.8199,95.1944,26.69,0.0
88.8199,174.8056,14.5,0.0586
88.8204,-151.1134,14.74,0.0123
88.8204,-118.8866,9.25,0.0309
88.8204,-61.1134,11.24,0.0
88.8204,-28.8866,18.42,0.0
88.8204,28.8866,4.56,0.1142
88.8204,61.1134,37.48,0.0
88.8204,118.8866,10.68,0.0494
88.8204,151.1134,20.61,0.0031
88.8209,-154.9831,13.13,0.1235
88.8209,-115.0169,0.14,0.6698
88.8209,-64.9831,5.69,0.0309
88.8209,-25.0169,4.3,0.2068
88.8209,25.0169,16.78,0.0093
88.8209,64.9831,39.65,0.0031
88.8209,115.0169,18.13,0.0031
88.8209,154.9831,22.26,0.0
88.8226,-176.5318,16.49,0.0
88.8226,-93.4682,0.03,0.6142
88.8226,-86.5318,5.82,0.0062
88.8226,-3.4682,0.63,0.7407
88.8226,3.4682,8.29,0.0556
88.8226,86.5318,10.88,0.0185
88.8226,93.4682,22.92,0.0
88.8226,176.5318,13.82,0.0432
88.8242,-178.2643,11.61,0.2191
88.8242,-144.8658,0.2,0.8025
88.8242,-125.1342,7.11,0.0
88.8242,-91.7357,0.26,0.5432
88.8242,-88.2643,4.67,0.0123
88.8242,-54.8658,0.7,0.2531
88.8242,-35.1342,15.43,0.0031
88.8242,-1.7357,2.64,0.0864
88.8242,1.7357,3.52,0.1636
88.8242,35.1342,11.77,0.0278
88.8242,54.8658,28.92,0.0
88.8242,88.2643,22.22,0.0
88.8242,91.7357,15.62,0.0
88.8242,125.1342,13.03,0.0031
88.8242,144.8658,15.59,0.0401
88.8242,178.2643,21.54,0.0154
88.8247,-90.0,0.31,0.6327
88.8247,0.0,1.12,0.0401
88.8247,90.0,15.85,0.0
88.8247,180.0,21.37,0.0494
88.8252,-165.9638,22.42,0.0093
88.8252,-104.0362,3.37,0.0
88.8252,-75.9638,0.36,0.3673
88.8252,-14.0362,10.5,0.0432
88.8252,14.0362,26.13,0.0
88.8252,75.9638,24.87,0.0
88.8252,104.0362,15.82,0.0031
88.8252,165.9638,23.12,0.0
88.8285,-160.4633,6.25,0.3302
88.8285,-109.5367,10.14,0.0
88.8285,-70.4633,3.9,0.0031
88.8285,-19.5367,17.09,0.0
88.8285,19.5367,0.83,0.8704
88.8285,70.4633,27.49,0.0031
88.8285,109.5367,8.29,0.034
88.8285,160.4633,24.25,0.0
88.8317,-142.4314,0.19,0.5926
88.8317,-127.5686,1.79,0.3549
88.8317,-52.4314,4.78,0.0031
88.8317,-37.5686,1.07,0.3735
88.8317,37.5686,27.9,0.0
88.8317,52.4314,29.84,0.0
88.8317,127.5686,8.28,0.0123
88.8317,142.4314,19.53,0.0123
88.8334,-167.6609,21.94,0.0031
88.8334,-148.7363,12.33,0.0
88.8334,-121.2637,11.82,0.0525
88.8334,-102.3391,6.73,0.0463
88.8334,-77.6609,5.56,0.0
88.8334,-58.7363,1.63,0.3333
88.8334,-31.2637,15.05,0.0185
88.8334,-12.3391,8.16,0.0
88.8334,12.3391,20.99,0.034
88.8334,31.2637,14.29,0.0
88.8334,58.7363,35.8,0.0031
88.8334,77.6609,33.42,0.0
88.8334,102.3391,12.06,0.0
88.8334,121.2637,14.81,0.0093
88.8334,148.7363,20.07,0.0093
88.8334,167.6609,28.06,0.0
88.8356,-156.5713,16.26,0.0154
88.8356,-113.4287,1.13,0.0772
88.8356,-66.5713,0.96,0.2932
88.8356,-23.4287,13.79,0.0
88.8356,23.4287,25.98,0.0
88.8356,66.5713,37.89,0.0
88.8356,113.4287,11.05,0.0648
88.8356,156.5713,16.62,0.0093
88.8372,-152.6501,8.38,0.0401
88.8372,-139.9697,3.77,0.0586
88.8372,-130.0303,8.97,0.0
88.8372,-117.3499,4.91,0.0
88.8372,-62.6501,8.4,0.0
88.8372,-49.9697,13.49,0.0
88.8372,-40.0303,1.0,0.0926
88.8372,-27.3499,16.0,0.0
88.8372,27.3499,10.57,0.0432
88.8372,40.0303,30.93,0.0062
88.8372,49.9697,30.19,0.0031
88.8372,62.6501,39.37,0.0
88.8372,117.3499,16.05,0.0031
88.8372,130.0303,2.78,0.0401
88.8372,139.9697,13.4,0.0586
88.8372,152.6501,18.93,0.0309
88.8399,-162.1213,11.92,0.0031
88.8399,-107.8787,5.09,0.2253
88.8399,-72.1213,1.9,0.0154
88.8399,-17.8787,12.28,0.0031
88.8399,17.8787,0.08,0.713
88.8399,72.1213,33.85,0.0031
88.8399,107.8787,7.09,0.0648
88.8399,162.1213,20.88,0.0
88.8405,-169.3803,19.53,0.0
88.8405,-137.4896,11.57,0.0
88.8405,-132.5104,11.61,0.0
88.8405,-100.6197,8.88,0.0031
88.8405,-79.3803,7.34,0.0
88.8405,-47.4896,18.55,0.0
88.8405,-42.5104,1.03,0.0093
88.8405,-10.6197,7.93,0.0
88.8405,10.6197,11.17,0.3179
88.8405,42.5104,24.01,0.0031
88.8405,47.4896,32.32,0.0
88.8405,79.3803,34.39,0.0
88.8405,100.6197,17.04,0.0
88.8405,132.5104,12.57,0.0031
88.8405,137.4896,21.79,0.0
88.8405,169.3803,22.43,0.0062
88.8416,-135.0,7.62,0.0031
88.8416,-45.0,23.52,0.0
88.8416,45.0,34.36,0.0
88.8416,135.0,18.61,0.0
88.8443,-146.3099,0.79,0.1296
88.8443,-123.6901,8.31,0.0
88.8443,-56.3099,0.0,1.0
88.8443,-33.6901,15.55,0.0
88.8443,33.6901,5.64,0.0586
88.8443,56.3099,34.45,0.0031
88.8443,123.6901,12.61,0.0216
88.8443,146.3099,16.03,0.0
88.8465,-171.1193,22.41,0.0
88.8465,-98.8807,2.22,0.0
88.8465,-81.1193,4.63,0.0895
88.8465,-8.8807,3.3,0.2222
88.8465,8.8807,16.26,0.1142
88.8465,81.1193,28.83,0.0
88.8465,98.8807,16.99,0.0
88.8465,171.1193,5.22,0.5031
88.8492,-158.1986,14.78,0.0216
88.8492,-111.8014,9.69,0.0185
88.8492,-68.1986,3.41,0.034
88.8492,-21.8014,27.36,0.0
88.8492,21.8014,12.57,0.0093
88.8492,68.1986,36.64,0.0
88.8492,111.8014,15.34,0.0278
88.8492,158.1986,18.19,0.0093
88.8503,-163.8108,20.13,0.0
88.8503,-106.1892,6.06,0.0278
88.8503,-73.8108,0.61,0.0247
88.8503,-16.1892,19.15,0.0
88.8503,16.1892,3.67,0.0
88.8503,73.8108,37.92,0.0
88.8503,106.1892,9.95,0.0309
88.8503,163.8108,16.18,0.0154
88.8515,-172.875,24.18,0.0
88.8515,-150.2551,19.52,0.0154
88.8515,-119.7449,13.45,0.0185
88.8515,-97.125,0.26,0.4321
88.8515,-82.875,8.32,0.0
88.8515,-60.2551,5.61,0.0494
88.8515,-29.7449,8.97,0.0
88.8515,-7.125,5.55,0.0031
88.8515,7.125,15.76,0.0
88.8515,29.7449,14.62,0.0463
88.8515,60.2551,39.61,0.0
88.8515,82.875,18.11,0.0031
88.8515,97.125,16.66,0.0093
88.8515,119.7449,13.91,0.0062
88.8515,150.2551,10.43,0.2747
88.8515,172.875,20.54,0.0
88.8531,-154.2307,15.69,0.0123
88.8531,-143.8418,0.25,0.4444
88.8531,-126.1582,3.74,0.0586
88.8531,-115.7693,3.06,0.0185
88.8531,-64.2307,8.96,0.0
88.8531,-53.8418,0.5,0.4321
88.8531,-36.1582,7.46,0.0185
88.8531,-25.7693,9.88,0.0
88.8531,25.7693,23.25,0.0
88.8531,36.1582,21.07,0.0
88.8531,53.8418,34.79,0.0
88.8531,64.2307,40.74,0.0
88.8531,115.7693,17.47,0.0093
88.8531,126.1582,10.12,0.1019
88.8531,143.8418,17.46,0.0154
88.8531,154.2307,19.65,0.0062
88.8553,-174.6442,19.19,0.037
88.8553,-95.3558,0.12,0.5185
88.8553,-84.6442,5.98,0.1759
88.8553,-5.3558,0.85,0.3796
88.8553,5.3558,19.93,0.0
88.8553,84.6442,10.31,0.0154
88.8553,95.3558,15.48,0.0031
88.8553,174.6442,18.58,0.071
88.8581,-176.4237,16.33,0.1235
88.8581,-93.5763,2.63,0.0093
88.8581,-86.4237,5.42,0.1389
88.8581,-3.5763,3.5,0.0463
88.8581,3.5763,23.55,0.0
88.8581,86.4237,10.08,0.0093
88.8581,93.5763,14.3,0.0
88.8581,176.4237,17.12,0.0062
88.8598,-178.2101,16.74,0.0401
88.8598,-165.5297,15.75,0.0525
88.8598,-141.3402,1.76,0.1821
88.8598,-128.6598,0.3,0.8117
88.8598,-104.4703,8.96,0.0
88.8598,-91.7899,0.21,0.6451
88.8598,-88.2101,2.4,0.2377
88.8598,-75.5297,1.33,0.0062
88.8598,-51.3402,9.34,0.0031
88.8598,-38.6598,5.39,0.0247
88.8598,-14.4703,13.58,0.0216
88.8598,-1.7899,6.81,0.0
88.8598,1.7899,16.1,0.0
88.8598,14.4703,23.96,0.0
88.8598,38.6598,29.02,0.0
88.8598,51.3402,34.67,0.0
88.8598,75.5297,37.88,0.0
88.8598,88.2101,13.12,0.0
88.8598,91.7899,4.84,0.0154
88.8598,104.4703,14.61,0.0062
88.8598,128.6598,6.41,0.0864
88.8598,141.3402,15.46,0.1821
88.8598,165.5297,14.93,0.1944
88.8598,178.2101,17.74,0.0093
88.8603,-90.0,0.07,0.821
88.8603,0.0,6.71,0.0
88.8603,90.0,4.77,0.0895
88.8603,180.0,22.24,0.0093
88.862,-159.8637,14.84,0.0
88.862,-110.1363,11.34,0.0
88.862,-69.8637,8.27,0.0
88.862,-20.1363,29.53,0.0062
88.862,20.1363,1.3,0.5556
88.862,69.8637,34.28,0.0
88.862,110.1363,17.35,0.0154
88.862,159.8637,10.72,0.3549
88.8637,-147.8043,7.78,0.0772
88.8637,-122.1957,11.65,0.0247
88.8637,-57.8043,2.18,0.2901
88.8637,-32.1957,18.97,0.0
88.8637,32.1957,15.41,0.0
88.8637,57.8043,37.89,0.0
88.8637,122.1957,7.43,0.1759
88.8637,147.8043,3.99,0.5185
88.8642,-138.8141,10.31,0.0
88.8642,-131.1859,6.91,0.0216
88.8642,-48.8141,17.58,0.0185
88.8642,-41.1859,0.06,0.7438
88.8642,41.1859,26.32,0.037
88.8642,48.8141,34.88,0.0
88.8642,131.1859,4.03,0.0185
88.8642,138.8141,16.76,0.0
88.8665,-136.273,13.64,0.0
88.8665,-133.727,13.36,0.0031
88.8665,-46.273,26.38,0.0031
88.8665,-43.727,10.77,0.0031
88.8665,43.727,33.64,0.0062
88.8665,46.273,33.42,0.0031
88.8665,133.727,7.53,0.0216
88.8665,136.273,17.74,0.0062
88.8681,-167.2756,22.95,0.0093
88.8681,-155.8545,15.13,0.0216
88.8681,-114.1455,2.93,0.0031
88.8681,-102.7244,3.12,0.1389
88.8681,-77.2756,4.9,0.0
88.8681,-65.8545,5.84,0.0
88.8681,-24.1455,13.68,0.0
88.8681,-12.7244,10.75,0.0031
88.8681,12.7244,16.62,0.142
88.8681,24.1455,25.72,0.0216
88.8681,65.8545,40.58,0.0
88.8681,77.2756,40.35,0.0
88.8681,102.7244,15.56,0.0
88.8681,114.1455,15.78,0.0556
88.8681,155.8545,15.64,0.0031
88.8681,167.2756,27.42,0.0062
88.8687,-151.8214,16.28,0.0247
88.8687,-118.1786,13.11,0.0
88.8687,-61.8214,7.83,0.1605
88.8687,-28.1786,7.49,0.0
88.8687,28.1786,17.14,0.0463
88.8687,61.8214,41.03,0.0
88.8687,118.1786,13.4,0.0463
88.8687,151.8214,13.42,0.1049
88.8738,-161.5651,14.49,0.0
88.8738,-145.3048,1.55,0.2006
88.8738,-124.6952,7.76,0.0278
88.8738,-108.4349,3.24,0.179
88.8738,-71.5651,8.38,0.0
88.8738,-55.3048,0.01,0.9722
88.8738,-34.6952,6.79,0.0
88.8738,-18.4349,17.39,0.0278
88.8738,18.4349,1.83,0.3796
88.8738,34.6952,14.25,0.0
88.8738,55.3048,37.14,0.0
