crater_id,lat,lon,diameter_km,depth_km,depth_diameter_ratio
1222097,-28.234,156.5304,17.025,2.3145,0.1359
1222104,5.2321,156.531,10.367,0.5343,0.0515
1222125,-26.6372,156.537,37.131,2.0533,0.0553
1222138,56.8799,156.5409,15.914,1.68,0.1056
1222161,3.1232,156.545,10.628,0.7613,0.0716
1222229,22.9941,156.5609,17.178,1.6405,0.0955
1222242,49.6416,156.563,13.082,0.9199,0.0703
1222275,4.588,156.5704,15.016,1.5663,0.1043
1222279,-60.3897,156.5711,23.891,0.8938,0.0374
1222308,-10.2043,156.576,14.022,0.9588,0.0684
1222397,-21.3844,156.5917,18.74,1.8135,0.0968
1222432,-12.2518,156.599,10.331,0.3498,0.0339
1222470,3.9856,156.608,11.177,0.823,0.0736
1222662,-63.198,156.643,10.125,0.7073,0.0699
1222679,40.1762,156.646,14.498,1.9504,0.1345
1222701,11.1828,156.651,15.059,1.4579,0.0968
1222744,-68.2389,156.66,83.443,3.2133,0.0385
1222769,-8.0472,156.6666,37.372,1.3395,0.0358
1222857,10.4386,156.6861,23.133,3.1276,0.1352
1222888,-55.5379,156.692,11.406,0.3293,0.0289
1222893,-44.0491,156.6937,15.858,0.4554,0.0287
1222916,66.9659,156.698,13.423,1.2384,0.0923
1222929,66.1434,156.7,31.864,2.0244,0.0635
1222997,-2.2082,156.7144,17.657,2.8186,0.1596
1223045,-44.4783,156.723,11.971,0.5868,0.049
1223103,27.4754,156.736,12.586,1.0435,0.0829
1223150,-10.0564,156.7446,235.906,4.4013,0.0187
1223274,50.4191,156.775,13.626,0.5003,0.0367
1223292,14.1855,156.78,10.614,1.493,0.1407
1223386,51.5326,156.7993,23.794,0.9214,0.0387
1223406,30.4426,156.8042,22.372,0.5905,0.0264
1223432,76.0419,156.81,19.466,1.6614,0.0853
1223445,48.9505,156.812,11.794,1.8121,0.1536
1223466,13.6274,156.817,10.132,0.894,0.0882
1223483,6.8275,156.8211,28.146,2.1376,0.0759
1223508,53.9523,156.826,12.037,0.8328,0.0692
1223517,38.7009,156.8285,18.12,1.7489,0.0965
1223530,-24.6581,156.8311,18.601,0.9659,0.0519
1223539,-53.9291,156.833,10.31,0.7923,0.0768
1223540,-56.3422,156.833,11.947,0.6483,0.0543
1223605,5.1449,156.85,10.154,0.3408,0.0336
1223650,73.5137,156.86,18.321,1.1808,0.0645
1223655,-52.0217,156.861,14.128,0.405,0.0287
1223663,-58.7849,156.8636,24.023,0.8018,0.0334
1223664,-11.7693,156.864,10.417,0.7555,0.0725
1223706,72.4612,156.873,12.816,1.22,0.0952
1223759,15.7203,156.884,11.625,0.8349,0.0718
1223764,-8.9685,156.8857,28.281,2.0395,0.0721
1223829,-43.1449,156.8961,38.198,1.6061,0.042
1223844,24.4343,156.9,11.146,1.1385,0.1021
1223846,-47.1497,156.9004,74.842,2.8488,0.0381
1223927,31.8433,156.918,10.688,1.6899,0.1581
1223962,-0.6402,156.927,14.825,0.7465,0.0504
1224111,41.3364,156.96,14.55,0.4615,0.0317
1224143,74.9837,156.969,11.48,0.8576,0.0747
1224158,44.2619,156.972,12.661,0.9379,0.0741
1224246,82.6458,156.994,14.194,0.8535,0.0601
1224250,-77.5998,156.995,10.958,0.538,0.0491
1224344,-12.8995,157.018,14.107,0.79,0.056
1224380,22.8992,157.028,11.906,0.9078,0.0762
1224385,21.4722,157.029,12.22,0.8389,0.0687
1224394,12.4518,157.031,14.557,1.0601,0.0728
1224397,18.9811,157.032,15.031,1.2061,0.0802
1224423,16.8845,157.0374,17.072,2.1059,0.1234
1224501,19.6886,157.058,11.095,1.02,0.0919
1224531,3.9166,157.067,15.095,0.7029,0.0466
1224568,4.7734,157.077,14.159,2.0321,0.1435
1224587,70.5415,157.08,26.676,1.0455,0.0392
1224599,16.0481,157.082,12.736,0.788,0.0619
1224618,9.6229,157.086,14.124,2.3433,0.1659
1224757,-31.5914,157.12,12.224,2.4118,0.1973
1224767,-36.8667,157.1228,19.003,1.0506,0.0553
1224801,12.7589,157.1318,16.161,2.054,0.1271
1224802,11.5657,157.132,22.545,1.261,0.0559
1224817,79.7839,157.135,10.419,0.9058,0.0869
1224843,-24.8254,157.1431,37.464,1.8458,0.0493
1224930,15.3727,157.1649,15.373,2.4498,0.1594
1224937,55.0603,157.1666,18.586,1.1911,0.0641
1224947,2.7117,157.17,18.711,1.0353,0.0553
1224960,-6.0796,157.174,24.157,2.0353,0.0843
1224970,-12.5322,157.176,14.038,0.6458,0.046
1225023,59.1347,157.1919,15.261,1.9258,0.1262
1225047,2.0507,157.197,11.407,1.068,0.0936
1225063,-0.8289,157.199,12.539,0.6069,0.0484
1225117,41.827,157.21,14.414,0.833,0.0578
1225175,8.7515,157.226,10.194,1.1131,0.1092
1225227,60.1947,157.239,13.926,0.848,0.0609
1225250,27.4759,157.2453,16.726,1.6165,0.0966
1225259,13.4813,157.248,12.403,1.831,0.1476
1225266,5.672,157.25,14.494,1.0709,0.0739
1225311,-57.6901,157.2581,17.349,1.607,0.0926
1225333,-44.3604,157.265,13.589,1.4731,0.1084
1225363,11.2819,157.271,12.802,1.2176,0.0951
1225398,-34.1629,157.2799,27.43,1.7029,0.0621
1225454,71.1642,157.29,18.416,1.6609,0.0902
1225463,15.0004,157.291,11.011,0.7263,0.066
1225464,66.5812,157.292,13.641,1.6125,0.1182
1225511,0.137,157.301,13.256,1.4031,0.1058
1225517,23.4261,157.302,12.561,0.5934,0.0472
1225522,36.4713,157.304,14.586,1.7214,0.118
1225534,1.4777,157.3093,18.107,0.5304,0.0293
1225548,-30.3581,157.3135,70.348,3.7278,0.053
1225554,22.6229,157.314,14.118,0.99,0.0701
1225578,40.0235,157.318,12.946,1.1945,0.0923
1225614,61.1424,157.328,19.608,1.7721,0.0904
1225620,7.2509,157.3284,16.509,2.098,0.1271
1225664,-15.0172,157.337,11.873,2.7053,0.2279
1225668,30.8115,157.338,10.502,0.9619,0.0916
1225700,63.4396,157.345,12.327,0.58,0.0471
1225714,-29.1559,157.3485,18.568,2.2105,0.119
1225763,31.5938,157.36,10.609,0.486,0.0458
1225785,-39.1096,157.3654,26.75,3.1134,0.1164
1225803,20.7155,157.3694,18.017,1.0815,0.06
1225823,-4.6715,157.373,69.487,4.6995,0.0676
1225845,-8.628,157.378,10.07,1.0098,0.1003
1225855,-76.271,157.38,17.356,0.6978,0.0402
1225856,-20.3336,157.3805,73.801,4.9475,0.067
1225862,-33.2896,157.3816,22.325,2.5385,0.1137
1225868,-13.1162,157.384,11.266,0.729,0.0647
1225923,28.0312,157.401,24.331,1.1313,0.0465
1226025,0.4235,157.43,11.541,0.5068,0.0439
1226029,1.4895,157.4303,22.18,0.8923,0.0402
1226135,69.847,157.455,11.949,1.9363,0.162
1226136,17.4239,157.456,18.62,1.3634,0.0732
1226213,58.6644,157.473,11.332,1.6661,0.147
1226221,21.2448,157.4746,16.362,1.073,0.0656
1226280,2.2188,157.489,13.522,1.2725,0.0941
1226324,47.5315,157.5018,15.627,2.0911,0.1338
1226346,10.0271,157.508,11.258,0.5801,0.0515
1226350,48.055,157.509,14.803,0.9596,0.0648
1226360,-7.5241,157.512,11.273,1.5128,0.1342
1226367,-1.2782,157.5139,20.01,1.2986,0.0649
1226381,9.2002,157.5183,21.824,1.3673,0.0627
1226402,-7.6651,157.5231,20.645,1.1141,0.054
1226434,43.9367,157.532,11.156,0.693,0.0621
1226532,-37.3923,157.555,11.452,0.5028,0.0439
1226592,49.1107,157.5693,24.83,1.0655,0.0429
1226606,42.3635,157.573,11.057,0.7318,0.0662
1226692,-41.99,157.5937,29.927,0.917,0.0306
1226758,38.3087,157.6112,16.473,1.1785,0.0715
1226796,5.7414,157.62,10.82,0.8333,0.077
1226827,-13.8048,157.627,15.599,1.5004,0.0962
1226948,60.6702,157.667,10.126,1.0725,0.1059
1226965,-6.5183,157.6706,57.306,3.2549,0.0568
1227017,-0.2533,157.686,21.541,1.969,0.0914
1227018,29.095,157.6862,32.358,3.1151,0.0963
1227077,39.6029,157.701,12.573,1.0235,0.0814
1227090,57.0104,157.704,10.097,1.1598,0.1149
1227146,-63.4503,157.719,15.313,0.9993,0.0653
1227204,8.9288,157.732,10.508,1.453,0.1383
1227246,-48.5336,157.743,11.879,1.377,0.1159
1227256,-25.7118,157.746,11.053,0.706,0.0639
1227425,14.5545,157.796,12.852,1.2595,0.098
1227443,1.7091,157.8024,22.132,1.2428,0.0562
1227456,10.4443,157.808,15.107,1.2211,0.0808
1227462,-43.6011,157.809,10.393,0.8235,0.0792
1227504,22.7546,157.821,17.959,2.4968,0.139
1227507,11.9048,157.8213,44.366,2.5448,0.0574
1227567,4.5379,157.8374,17.028,3.2215,0.1892
1227658,43.4677,157.864,13.846,1.6184,0.1169
1227689,62.6157,157.871,10.335,2.0553,0.1989
1227723,-5.6562,157.8794,16.353,2.5075,0.1533
1227759,-57.3432,157.889,10.679,0.6,0.0562
1227784,63.7727,157.896,10.452,0.858,0.0821
1227798,11.7694,157.899,13.04,1.364,0.1046
1227800,61.0425,157.8994,16.036,1.5895,0.0991
1227879,-59.4164,157.92,10.437,1.068,0.1023
1227920,13.1331,157.9292,16.249,1.1428,0.0703
1227940,21.7894,157.936,11.704,0.6058,0.0518
1227965,11.1068,157.9429,16.334,1.4773,0.0904
1227994,16.7629,157.9485,26.509,1.1355,0.0428
1228029,4.9142,157.9571,19.811,0.966,0.0488
1228058,-0.178,157.964,10.215,1.4055,0.1376
1228074,-11.1989,157.966,30.241,2.9953,0.099
1228131,-38.1603,157.9808,18.093,2.2608,0.125
1228140,-23.8508,157.9825,64.073,4.166,0.065
1228174,57.4211,157.992,12.322,0.7028,0.057
1228384,39.7521,158.045,10.002,0.7313,0.0731
1228391,66.0236,158.0466,17.855,2.315,0.1297
1228398,17.8448,158.048,11.44,0.3843,0.0336
1228426,-12.4629,158.0546,29.029,2.4216,0.0834
1228476,-43.1881,158.065,12.692,0.5443,0.0429
1228481,35.6762,158.067,12.952,1.091,0.0842
1228496,-28.9529,158.071,14.183,2.0183,0.1423
1228526,34.1976,158.08,10.66,0.5879,0.0552
1228548,-2.1941,158.0861,17.044,3.6148,0.2121
1228550,36.2289,158.087,10.191,1.4068,0.138
1228564,-4.7259,158.0907,103.342,6.073,0.0588
1228644,-18.305,158.112,12.723,2.0129,0.1582
1228680,-42.3756,158.123,11.06,1.0026,0.0907
1228681,66.8602,158.123,12.674,0.9348,0.0738
1228683,14.2449,158.123,13.425,0.7896,0.0588
1228691,-1.0195,158.1254,21.791,0.7511,0.0345
1228703,-35.7226,158.128,13.108,0.7705,0.0588
1228710,36.1056,158.13,12.039,1.4525,0.1207
1228724,-4.1952,158.1335,24.319,2.7365,0.1125
1228731,-52.614,158.135,15.029,0.9766,0.065
1228732,-22.6341,158.135,39.534,1.5665,0.0396
1228749,13.044,158.1402,28.324,1.609,0.0568
1228780,61.884,158.1475,20.322,0.682,0.0336
1228809,12.6415,158.154,13.061,0.9636,0.0738
1228832,2.0238,158.159,10.783,0.3575,0.0332
1228895,2.4485,158.174,11.979,0.967,0.0807
1228904,48.1589,158.177,14.364,1.7799,0.1239
1228923,-23.8359,158.183,13.008,0.9346,0.0718
1228939,-44.8067,158.185,11.23,0.5818,0.0518
1228940,-55.1404,158.1855,17.691,0.7728,0.0437
1228962,-32.6262,158.1913,19.176,1.3738,0.0716
1229004,21.6394,158.201,13.544,1.1763,0.0868
1229008,15.0746,158.202,12.989,1.5473,0.1191
1229057,-41.4645,158.214,16.128,2.1294,0.132
1229072,24.902,158.22,14.123,1.0438,0.0739
1229142,23.9471,158.24,11.657,0.9045,0.0776
1229143,69.0769,158.24,62.622,4.2276,0.0675
1229144,-45.2352,158.2404,16.193,0.8105,0.0501
1229177,32.918,158.2482,30.06,2.8235,0.0939
1229231,8.6331,158.2636,22.084,1.0401,0.0471
1229288,60.1389,158.28,12.955,0.6241,0.0482
1229307,63.1675,158.284,11.369,1.4921,0.1312
1229318,33.6854,158.2864,23.225,2.5079,0.108
1229337,-57.7858,158.291,11.053,0.5473,0.0495
1229396,60.9935,158.307,10.151,0.8168,0.0805
1229411,71.9204,158.31,40.722,1.7325,0.0425
1229536,37.0397,158.3435,67.727,3.8981,0.0576
1229565,19.5634,158.3489,67.483,4.7568,0.0705
1229574,22.7307,158.351,10.532,0.6708,0.0637
1229630,31.3686,158.364,12.573,0.7735,0.0615
1229648,-5.5423,158.368,13.362,1.1664,0.0873
1229653,35.0452,158.369,10.056,0.6748,0.0671
1229734,-14.371,158.3846,34.203,3.3923,0.0992
1229767,64.3261,158.3908,16.334,0.476,0.0291
1229778,77.0536,158.393,13.083,0.7913,0.0605
1229803,-8.7317,158.3996,66.299,2.5313,0.0382
1229861,22.0457,158.415,11.555,1.1043,0.0956
1229910,-59.1682,158.4293,26.484,1.672,0.0631
1230007,-53.3393,158.451,11.163,0.7373,0.0661
1230027,-18.0242,158.4568,24.741,3.3066,0.1336
1230052,63.4004,158.4616,18.502,3.533,0.191
1230090,39.816,158.472,11.071,1.195,0.1079
1230100,-2.1097,158.473,11.395,0.9665,0.0848
1230102,-64.6631,158.474,13.22,1.0115,0.0765
1230165,14.7695,158.492,13.655,1.2104,0.0886
1230192,-44.4318,158.4984,18.228,0.7301,0.0401
1230197,-0.4899,158.5,11.656,0.8264,0.0709
1230284,24.6665,158.5266,17.102,0.916,0.0536
1230370,-67.0685,158.546,12.781,2.7713,0.2168
1230411,55.2229,158.554,10.198,1.2473,0.1223
1230430,7.7287,158.558,13.366,1.3079,0.0978
1230522,-22.3524,158.582,10.131,0.825,0.0814
1230564,-43.5513,158.5959,17.641,0.5526,0.0313
1230582,-77.017,158.6,22.405,1.315,0.0587
1230696,45.0006,158.6265,41.97,2.4895,0.0593
1230750,-55.5365,158.638,12.31,0.6426,0.0522
1230817,-6.1511,158.653,11.456,1.0993,0.096
1230862,48.9556,158.6635,24.324,3.2878,0.1352
1230868,14.6195,158.664,10.542,0.5216,0.0495
1230875,-36.4363,158.6676,34.437,1.5019,0.0436
1230876,-2.9515,158.6679,43.258,3.3273,0.0769
1230895,1.8581,158.6713,24.568,0.787,0.032
1230925,29.0073,158.676,12.49,0.622,0.0498
1230954,6.0303,158.683,13.391,1.1634,0.0869
1231043,39.0008,158.703,13.124,1.1855,0.0903
1231052,25.3717,158.7051,25.933,3.0718,0.1185
1231099,19.6758,158.718,14.605,2.4558,0.1682
1231108,24.7324,158.72,10.438,0.803,0.0769
1231184,13.7648,158.74,14.872,1.249,0.084
1231187,29.8376,158.74,10.471,0.417,0.0398
1231192,47.1429,158.742,11.943,1.4165,0.1186
1231241,10.6874,158.755,13.37,1.4374,0.1075
1231270,64.7116,158.7624,58.704,1.4605,0.0249
1231271,60.6524,158.7625,15.802,2.0383,0.129
1231275,2.3106,158.7638,21.574,1.8178,0.0843
1231287,-1.0502,158.766,11.273,0.6783,0.0602
1231359,62.4218,158.7857,20.343,0.7091,0.0349
1231386,66.6571,158.79,11.509,0.843,0.0732
1231410,-16.4125,158.794,12.58,0.6265,0.0498
1231439,-65.8866,158.8,57.427,2.317,0.0403
1231555,-18.9075,158.828,10.283,0.3823,0.0372
1231569,31.0438,158.832,18.528,2.5486,0.1376
1231576,-45.5711,158.8324,35.258,1.022,0.029
1231653,42.2483,158.857,13.215,0.7875,0.0596
1231684,7.4546,158.864,10.706,1.0593,0.0989
1231703,13.5915,158.869,14.349,1.4078,0.0981
1231734,-81.825,158.877,11.101,2.2415,0.2019
1231754,10.8643,158.883,10.299,1.2229,0.1187
1231766,-46.3739,158.8868,27.785,1.6964,0.0611
1231799,46.3129,158.8963,14.406,2.2901,0.159
1231902,5.1207,158.917,11.787,1.0695,0.0907
1231911,39.4139,158.9183,14.548,1.2493,0.0859
1231972,17.1096,158.9357,16.11,1.1978,0.0743
1232007,59.0823,158.945,10.329,0.7123,0.069
1232028,26.5447,158.9528,14.9,0.8356,0.0561
1232065,8.531,158.965,10.601,0.9458,0.0892
1232071,-58.2073,158.967,11.934,0.4838,0.0405
1232209,9.7549,159.006,14.542,1.8473,0.127
1232281,31.5511,159.021,11.368,0.7379,0.0649
1232454,2.6112,159.0718,29.127,1.4374,0.0493
1232555,43.7826,159.096,13.359,1.519,0.1137
1232694,13.4262,159.123,14.195,1.423,0.1002
1232706,22.2434,159.125,10.557,0.8751,0.0829
1232795,-37.2536,159.1478,18.267,1.0944,0.0599
1232818,-23.6448,159.155,10.395,1.2298,0.1183
1232824,-44.782,159.1565,23.131,2.5979,0.1123
1232850,65.4508,159.163,10.647,0.6033,0.0567
1232942,5.4882,159.187,12.0,2.1534,0.1794
1233004,25.8427,159.203,11.323,1.0228,0.0903
1233013,-35.6893,159.2055,29.021,2.2783,0.0785
1233089,-0.2802,159.2189,15.923,1.9926,0.1251
1233101,9.487,159.222,10.703,0.7556,0.0706
1233153,-41.3246,159.2327,30.715,0.9091,0.0296
1233172,-51.051,159.2363,92.852,2.9285,0.0315
1233246,56.515,159.249,31.588,1.7571,0.0556
1233260,11.7561,159.252,11.333,1.5433,0.1362
1233424,73.6494,159.294,12.014,0.9865,0.0821
1233430,11.432,159.295,11.248,0.651,0.0579
1233459,-48.3308,159.3024,31.154,1.1479,0.0368
1233468,27.5256,159.304,11.51,1.1373,0.0988
1233475,-15.7462,159.3052,91.547,5.4366,0.0594
1233480,1.3875,159.3061,15.252,1.3648,0.0895
1233576,-29.4488,159.324,13.65,1.3173,0.0965
1233626,7.3838,159.3376,15.672,1.3005,0.083
1233670,-58.3562,159.347,12.208,0.2901,0.0238
1233734,12.1281,159.362,11.679,0.6979,0.0598
1233750,12.3887,159.3663,46.819,2.6731,0.0571
1233801,31.5336,159.3804,18.66,0.8123,0.0435
1233846,7.6814,159.393,14.793,1.8694,0.1264
1233900,18.463,159.405,10.166,0.4471,0.044
1233901,42.3496,159.405,12.73,0.5015,0.0394
1233928,8.9551,159.41,10.014,0.6585,0.0658
1233969,6.7778,159.42,10.45,1.031,0.0987
1234000,-22.0789,159.426,14.147,0.181,0.0128
1234021,-18.1902,159.4323,22.714,1.6893,0.0744
1234156,0.5404,159.4615,34.696,1.6004,0.0461
1234300,70.7801,159.496,11.659,0.779,0.0668
1234311,34.6645,159.498,10.13,0.9568,0.0945
1234365,23.355,159.511,12.244,0.5828,0.0476
1234388,42.6488,159.516,10.256,0.8453,0.0824
1234490,58.9738,159.54,12.25,1.61,0.1314
1234511,-16.2217,159.545,14.3,0.2408,0.0168
1234622,10.404,159.573,11.859,0.802,0.0676
1234633,40.181,159.577,10.682,0.7354,0.0688
1234671,16.3453,159.5869,38.205,4.1645,0.109
1234755,-1.392,159.607,11.473,1.1594,0.1011
1234793,-0.2395,159.617,13.93,0.808,0.058
1234917,-15.8884,159.645,10.992,1.9204,0.1747
1234953,-51.4099,159.652,11.255,0.3798,0.0337
1234956,59.137,159.653,66.552,3.364,0.0505
1234987,81.2101,159.66,71.724,2.7498,0.0383
1235005,-58.9071,159.664,12.692,0.933,0.0735
1235066,1.6713,159.676,14.598,2.3176,0.1588
1235101,9.4704,159.683,12.96,1.0983,0.0847
1235145,32.5459,159.692,35.892,3.2066,0.0893
1235162,11.9261,159.697,12.695,1.8334,0.1444
1235172,35.5326,159.7,10.072,0.9675,0.0961
1235180,-49.5484,159.702,11.236,2.3556,0.2096
1235204,3.1528,159.709,12.222,0.749,0.0613
1235259,55.1754,159.7195,15.506,1.9585,0.1263
1235393,-69.5927,159.754,12.973,0.4506,0.0347
1235442,7.2009,159.766,13.61,1.6096,0.1183
1235451,8.14,159.768,10.115,0.7489,0.074
1235504,45.4489,159.7817,14.782,0.8305,0.0562
1235506,4.3722,159.782,54.07,4.0089,0.0741
1235524,20.7862,159.786,14.717,0.8335,0.0566
1235568,41.2076,159.797,14.549,1.079,0.0742
1235573,-2.9018,159.798,11.41,0.8024,0.0703
1235579,-34.7329,159.7998,20.722,3.6304,0.1752
1235590,66.4469,159.801,10.546,0.7099,0.0673
1235613,30.6658,159.8052,17.054,0.585,0.0343
1235649,-59.5462,159.8147,24.99,2.7584,0.1104
1235685,-21.8092,159.823,11.034,0.2924,0.0265
1235752,17.842,159.8398,35.054,1.105,0.0315
1235770,33.8009,159.843,13.762,1.1103,0.0807
1235777,61.8462,159.844,10.665,1.3136,0.1232
1235790,38.7746,159.8486,17.644,0.8791,0.0498
1235829,36.0165,159.859,10.071,0.7058,0.0701
1235830,-24.1797,159.8596,17.06,2.7564,0.1616
1235839,39.4512,159.862,13.502,1.0648,0.0789
1236011,13.3477,159.9055,34.238,3.1164,0.091
1236015,59.9518,159.9061,14.902,1.684,0.113
1236039,23.335,159.913,11.198,0.8571,0.0765
1236050,34.4245,159.915,11.833,0.8238,0.0696
1236107,25.62,159.931,11.82,0.844,0.0714
1236247,-19.7116,159.97,10.02,0.4448,0.0444
1236259,17.9094,159.973,12.824,0.6824,0.0532
1236262,35.6057,159.974,10.219,0.6676,0.0653
1236577,8.9678,160.054,11.095,0.6648,0.0599
1236654,-48.0663,160.072,10.686,0.8394,0.0786
1236733,60.5513,160.091,10.785,1.2089,0.1121
1236740,31.0457,160.093,14.42,0.5854,0.0406
1236769,-62.5299,160.1008,22.822,1.718,0.0753
1236784,-22.4554,160.103,13.471,0.4083,0.0303
1236816,-16.3346,160.111,15.532,0.5378,0.0346
1236821,-60.476,160.1132,16.145,0.6608,0.0409
1236938,0.4982,160.1413,15.066,1.1506,0.0764
1237076,-23.049,160.1741,22.978,1.3361,0.0581
1237119,25.2497,160.186,11.513,1.566,0.136
1237157,8.024,160.196,12.022,0.7261,0.0604
1237171,-25.7644,160.201,39.63,2.7386,0.0691
1237205,-61.6263,160.208,11.026,0.8381,0.076
1237213,-12.9249,160.21,15.244,0.6781,0.0445
1237225,45.1577,160.213,10.477,1.4548,0.1389
1237231,15.3214,160.2142,42.559,3.8544,0.0906
1237234,-3.5422,160.2167,21.477,2.6694,0.1243
1237371,28.3217,160.251,19.155,2.4968,0.1303
1237392,67.4457,160.26,18.574,1.0071,0.0542
1237455,24.1773,160.2743,19.302,2.1938,0.1137
1237463,29.0184,160.276,15.279,1.1715,0.0767
1237494,49.335,160.285,73.42,4.6044,0.0627
1237498,53.7412,160.285,10.894,1.5118,0.1388
1237556,-45.8428,160.299,15.032,1.045,0.0695
1237563,-45.014,160.3,11.822,1.9995,0.1691
1237603,23.452,160.309,10.855,1.436,0.1323
1237678,37.1125,160.327,10.154,0.9965,0.0981
1237737,-46.6525,160.3431,38.339,1.5363,0.0401
1237770,-20.1362,160.352,13.944,0.7425,0.0532
1237784,-28.1931,160.355,13.974,0.7978,0.0571
1237826,0.9167,160.3683,26.277,1.492,0.0568
1237846,2.7012,160.3743,38.683,1.9316,0.0499
1237890,-21.1842,160.3841,17.059,0.5048,0.0296
1237913,39.0612,160.3904,19.263,0.9146,0.0475
1237938,-40.3838,160.396,10.234,0.5343,0.0522
1237948,-39.0643,160.397,13.443,1.8496,0.1376
1237962,-45.4399,160.402,11.44,0.606,0.053
1237976,47.0741,160.405,10.454,1.5894,0.152
1238073,-84.6901,160.4311,19.43,1.8881,0.0972
1238110,5.5657,160.4391,37.46,1.492,0.0398
1238152,20.4885,160.451,13.501,1.1049,0.0818
1238153,-1.5167,160.4512,15.905,0.6873,0.0432
1238183,41.161,160.458,14.579,1.0704,0.0734
1238345,-25.1248,160.4999,16.145,1.7203,0.1066
1238366,11.7122,160.5057,16.288,1.6465,0.1011
1238402,27.1363,160.5166,26.179,2.9236,0.1117
1238434,12.8649,160.523,14.448,0.5423,0.0375
1238547,58.7448,160.56,12.564,0.94,0.0748
1238569,37.8109,160.5652,38.014,3.0874,0.0812
1238649,-16.8994,160.588,15.143,0.297,0.0196
1238659,-67.1551,160.59,32.598,2.0203,0.062
1238754,21.4392,160.6132,17.16,1.1523,0.0671
1238817,-43.2296,160.632,10.9,0.4843,0.0444
1238859,9.5975,160.641,11.18,0.3135,0.028
1238862,34.2013,160.642,13.257,1.1476,0.0866
1238886,76.4809,160.648,11.553,1.0045,0.0869
1238900,43.6415,160.651,13.685,1.5783,0.1153
1239044,-16.3708,160.6833,20.727,1.0631,0.0513
1239089,19.1878,160.694,15.384,1.242,0.0807
1239124,17.3662,160.7046,15.695,0.7459,0.0475
1239156,-4.7424,160.712,10.622,1.1795,0.111
1239171,60.0235,160.716,10.343,1.0363,0.1002
1239176,36.4399,160.717,11.082,0.6255,0.0564
1239279,-54.4704,160.7414,31.778,0.9465,0.0298
1239360,0.3455,160.764,13.871,1.2293,0.0886
1239366,14.3601,160.7657,55.905,3.2945,0.0589
1239413,11.0012,160.775,12.616,1.5819,0.1254
1239482,-60.8271,160.7912,16.443,0.9974,0.0607
1239574,71.9187,160.816,14.075,1.2693,0.0902
1239587,-12.7685,160.821,12.88,1.0746,0.0834
1239653,-44.6651,160.8361,39.809,2.1098,0.053
1239685,-48.7917,160.8435,23.981,1.5759,0.0657
1239747,33.2218,160.858,14.746,0.8225,0.0558
1239782,21.0173,160.865,11.529,0.768,0.0666
1239793,33.8895,160.867,11.636,0.6668,0.0573
1240065,2.6854,160.929,12.392,2.0798,0.1678
1240098,25.1693,160.939,11.47,0.7643,0.0666
1240122,56.5332,160.944,11.042,0.6386,0.0578
1240168,-39.4113,160.956,11.361,1.109,0.0976
1240184,18.2415,160.9604,17.442,2.383,0.1366
1240364,-56.3473,161.005,10.652,0.1421,0.0133
1240395,-38.3008,161.013,11.072,0.8648,0.0781
1240484,1.3984,161.0389,36.001,3.3443,0.0929
1240500,-25.5634,161.04,11.355,1.3123,0.1156
1240519,-4.4273,161.045,12.132,1.094,0.0902
1240520,-2.5188,161.0459,16.432,2.1954,0.1336
1240559,-53.0601,161.055,11.741,0.4056,0.0345
1240594,-23.3232,161.0626,30.184,2.113,0.07
1240624,-2.0215,161.07,12.731,0.8075,0.0634
1240703,34.2162,161.089,10.018,0.8799,0.0878
1240815,-5.5655,161.1133,59.628,4.5368,0.0761
1240836,10.1762,161.118,10.176,0.6338,0.0623
1240847,28.1753,161.121,14.315,0.8611,0.0602
1240933,-1.9338,161.143,12.606,0.8034,0.0637
1241063,2.5079,161.172,12.609,0.7375,0.0585
1241076,60.4853,161.176,10.163,1.0735,0.1056
1241126,36.5401,161.19,13.185,0.3743,0.0284
1241185,39.7103,161.2038,37.869,3.4399,0.0908
1241243,-53.9265,161.2179,19.771,2.8564,0.1445
1241250,-16.541,161.22,13.548,1.0398,0.0767
1241264,61.7456,161.224,10.506,0.548,0.0522
1241445,-15.6311,161.2682,16.026,1.456,0.0909
1241460,29.8515,161.273,11.455,0.8566,0.0748
1241471,63.6627,161.2763,15.544,0.5498,0.0354
1241528,59.4553,161.289,11.288,1.5723,0.1393
1241576,84.2118,161.3,29.009,1.5631,0.0539
1241711,28.6664,161.3297,17.562,0.7055,0.0402
1241757,-18.8658,161.34,11.475,0.9608,0.0837
1241802,28.5011,161.351,10.74,1.0438,0.0972
1241830,18.0329,161.356,18.526,0.9189,0.0496
1241900,70.7655,161.376,12.305,0.4005,0.0325
1241965,57.4897,161.388,11.375,1.0398,0.0914
1241983,31.7199,161.394,12.936,1.5394,0.119
1242033,12.0186,161.404,11.372,0.8303,0.073
1242034,-38.4987,161.404,13.432,2.6246,0.1954
1242043,-47.7522,161.407,12.03,2.0584,0.1711
1242117,-20.0504,161.4264,18.984,2.6019,0.1371
1242229,24.9037,161.453,12.229,0.9873,0.0807
1242246,21.1368,161.4564,17.319,2.543,0.1468
1242301,45.3297,161.4723,16.025,0.9088,0.0567
1242304,36.6351,161.474,10.619,1.7523,0.165
1242355,23.3294,161.485,10.394,0.6429,0.0619
1242363,18.7436,161.487,14.802,2.2185,0.1499
1242392,31.1434,161.4954,19.742,3.2316,0.1637
1242409,5.4307,161.501,11.964,1.8313,0.1531
